LeagueIndex,Age,HoursPerWeek,TotalHours,APM,WorkersMade
Master,24,8,400,125.5464,0.00097819
Platinum,17,6,500,108.8802,0.00071513
Diamond,21,6,250,112.1898,0.0010478
Gold,27,28,90,95.4924,0.0021931
Platinum,21,12,650,101.5134,0.00093897
Master,22,20,840,121.7388,0.0013023
Diamond,22,4,200,146.9604,0.00068861
Platinum,27,8,850,112.0422,0.00096073
Gold,17,20,650,105.8082,0.00085583
Gold,16,12,300,75.3048,0.00099775
Diamond,23,8,750,92.0592,0.0030937
Diamond,17,10,130,84.5232,0.00098025
GrandMaster,16,28,500,201.435,0.0018755
Master,19,12,700,216.0318,0.0019379
Platinum,22,10,18000,152.2374,0.00067978
Gold,16,10,400,118.8012,0.0020676
Silver,16,12,240,113.6718,0.0013558
Platinum,26,6,235,80.8398,0.00081224
Master,22,10,730,77.316,0.00084753
Gold,22,42,900,126.7926,0.0011657
Diamond,29,10,1200,58.5948,0.00096993
Silver,18,8,30,85.9248,0.0023369
Platinum,20,10,750,137.1996,0.0016076
Silver,29,2,150,85.6284,0.00040315
Platinum,34,8,500,63.9402,0.00043436
Diamond,18,28,1000,86.0208,0.000707
Diamond,20,16,1100,131.0622,0.001262
Gold,16,14,300,142.7892,0.00072317
GrandMaster,26,24,1000,219.669,0.0017542
Platinum,22,10,250,109.5276,0.00078051
Master,21,16,600,192.6942,0.0012992
Diamond,21,6,110,126.0846,0.0017534
Master,27,6,750,165.1536,0.0012217
Silver,21,20,700,86.6694,0.0010701
Gold,32,8,400,75.0612,0.0011962
Platinum,26,10,600,60.1284,0.00072286
Master,21,12,400,134.421,0.00084149
Bronze,19,20,350,34.278,0.00066427
Gold,18,10,250,43.1106,0.0007059
Silver,23,6,100,54.915,0.00036335
Gold,23,4,500,56.6634,0.00068687
Platinum,26,12,400,38.943,0.00057988
Platinum,16,8,745,137.0124,0.00088023
Platinum,21,12,600,216.4152,0.0011242
Silver,20,12,200,132.3936,0.0015137
Diamond,22,6,600,129.4044,0.00073227
Diamond,26,4,750,108.9084,0.00078083
Diamond,17,20,900,184.5996,0.00094388
Diamond,23,4,200,156.3168,0.0019514
Platinum,24,20,400,96.6942,0.00095495
Gold,29,32,500,85.2774,0.00063285
Bronze,16,32,50,42.3318,0.0010256
Master,21,20,300,169.6308,0.00052258
Silver,28,24,100,63.8712,0.0011066
Diamond,30,14,650,193.6908,0.0011372
Platinum,20,28,100,99.6072,0.0010737
Diamond,24,16,300,195.8406,0.0010249
Diamond,18,6,200,144.675,0.00080712
Silver,28,4,160,73.9896,0.00049365
Diamond,23,10,600,143.4306,0.00088801
Silver,24,16,120,78.1602,0.00049139
Platinum,30,12,730,168.7188,0.0024731
Diamond,21,6,840,195.7626,0.0020994
Platinum,22,12,500,89.919,0.0013072
Gold,24,10,400,75.9876,0.00084426
Platinum,28,16,160,46.7214,0.00037545
Diamond,18,4,300,83.4336,0.00099226
Diamond,22,2,300,112.4274,0.00085972
Diamond,23,30,450,183.7728,0.0013814
Gold,21,12,100,81.9276,0.00047137
Bronze,16,14,450,52.644,0.00045204
Silver,18,8,400,62.1354,0.0014367
Diamond,18,28,530,88.323,0.0011646
Platinum,16,2,450,177.8478,0.0013498
Platinum,21,6,500,124.1958,0.0010148
Master,22,28,1000,197.8584,0.0014912
Diamond,24,12,800,128.7654,0.0026882
Diamond,26,20,730,144.1116,0.001251
Master,24,6,550,250.7928,0.001668
Diamond,20,12,1460,126.27,0.0016152
Silver,21,8,30,71.6754,0.00080805
Platinum,17,20,477,85.2102,0.0010307
Master,20,30,450,240.5196,0.0011477
Gold,28,8,1000,75.6768,0.001144
Diamond,17,28,1270,151.7454,0.0011962
Bronze,20,8,100,73.7214,0.0011258
Gold,21,30,2200,86.1066,0.0007612
Bronze,19,4,60,68.4336,0.00065874
Platinum,27,4,500,115.5444,0.0019737
Master,18,12,500,183.1272,0.0017197
Master,20,10,850,99.4914,0.0014666
Diamond,20,10,600,62.2026,0.00082276
Master,20,14,1000,283.3254,0.00098793
Diamond,22,14,900,212.442,0.0015705
Diamond,27,28,600,83.145,0.0011847
Gold,19,2,500,67.6968,0.00096346
Diamond,20,10,730,169.9674,0.0006405
Bronze,20,2,36,48.174,0.00037558
Diamond,24,16,800,138.0072,0.0013775
Master,20,24,1800,221.2698,0.00088544
Silver,22,4,174,48.1782,0.00033355
Diamond,16,8,280,274.9086,0.00085735
Diamond,25,16,950,66.5952,0.0005837
Platinum,24,20,1000,109.5102,0.0021186
Master,17,24,1500,203.841,0.002511
Diamond,25,16,600,84.1908,0.0011165
Master,19,42,450,186.3396,0.0010097
Diamond,23,28,450,175.7532,0.00089167
Master,19,28,800,203.1486,0.0013475
Gold,19,14,400,98.2944,0.00080748
Gold,17,28,200,91.6326,0.0006485
Bronze,19,14,100,50.5584,0.00059897
Master,24,8,450,87.354,0.0011593
Gold,24,4,250,56.8356,0.00066602
Platinum,18,28,750,102.786,0.0013401
Diamond,29,8,365,85.7166,0.0010253
Diamond,23,16,600,134.3874,0.0011188
Diamond,22,28,1300,159.927,0.00055228
Master,21,30,1000,201.7314,0.0012791
Master,16,36,2600,88.5684,0.00057756
Master,20,6,400,118.983,0.0012887
Platinum,21,6,400,97.0002,0.00069558
Diamond,17,6,400,73.9686,0.0011939
Gold,26,6,500,85.9506,0.0012299
Diamond,22,16,1000,134.6574,0.00089861
Bronze,19,16,20,65.9064,0.00050068
Diamond,21,2,25,75.3972,0.0005086
Platinum,17,24,500,122.571,0.00062984
Master,20,10,1000,69.006,0.00050249
Bronze,33,12,30,46.542,0.00041062
Diamond,24,14,600,107.073,0.0015295
Diamond,24,10,600,128.706,0.0009503
Diamond,19,6,400,234.9972,0.00057193
Gold,23,12,150,140.796,0.0009283
Diamond,19,6,80,108.3318,0.0013578
Platinum,27,8,300,105.555,0.00063118
Platinum,24,2,800,107.4966,0.0006308
Platinum,21,20,450,84.3522,0.00089282
Master,27,10,800,184.6992,0.0011032
Platinum,26,10,250,140.8314,0.00089683
Diamond,17,24,2400,104.8164,0.00098642
Platinum,25,16,2000,57.7134,0.00027727
Gold,18,10,365,67.3992,0.00054286
Diamond,17,12,610,180.5166,0.0023665
Platinum,31,8,500,50.6712,0.00065122
Platinum,24,2,125,89.5452,0.0014996
Bronze,22,2,300,46.6974,0.00043742
Master,18,14,730,268.0194,0.0014855
Diamond,21,10,730,85.9692,0.00067353
Master,23,12,730,104.7942,0.00090462
Diamond,28,6,200,105.7638,0.00041894
Silver,23,12,500,76.212,0.00055922
Platinum,21,4,550,99.7878,0.00064615
Diamond,22,12,100,99.5784,0.0018151
Master,23,30,1400,195.1164,0.0016539
Master,21,10,700,105.3912,0.00073542
Silver,17,6,200,90.774,0.00079921
Master,20,20,730,188.1816,0.0015676
Platinum,21,40,600,112.3794,0.0010642
Diamond,24,6,1100,75.3654,0.00068474
Master,26,4,1000,143.7378,0.0013164
Diamond,18,6,750,126.9762,0.00078326
Silver,16,24,300,80.6448,0.00089773
Bronze,24,8,700,42.0726,0.00037088
Master,20,30,500,186.1218,0.00054896
Master,21,8,300,178.8738,0.00065596
Platinum,26,4,500,78.9858,0.0006458
Diamond,23,14,1200,120.6852,0.00067003
Master,16,6,400,201.9108,0.0013021
Diamond,19,4,400,100.3878,0.00092232
Master,19,12,500,170.1384,0.00074993
Gold,16,12,1256,192.3036,0.00079357
Diamond,21,10,200,160.0782,0.0014199
Platinum,25,8,300,113.9784,0.0024592
Platinum,26,6,500,66.222,0.00094427
Platinum,18,8,700,192.8466,0.00062346
Diamond,22,10,9000,106.0056,0.001018
Platinum,24,20,1880,138.2688,0.0016083
Master,22,24,700,164.3844,0.0021748
Master,21,28,1200,176.8704,0.0014426
Platinum,25,10,400,214.2684,0.00066856
Platinum,23,4,400,76.5978,0.00070105
Master,21,14,360,160.0704,0.00096322
Diamond,20,2,250,117.7332,0.00102
Platinum,29,8,320,85.7076,0.0011566
Diamond,24,20,1500,84.0438,0.00069097
Master,16,36,1000,200.8446,0.001369
Platinum,22,10,700,106.215,0.0013327
Platinum,17,6,500,97.7304,0.00082413
Diamond,16,10,600,117.7638,0.0014727
Silver,33,4,100,98.2176,0.00089519
Master,20,28,800,158.8896,0.0010586
Gold,19,8,200,118.9374,0.0020357
Diamond,19,10,500,151.203,0.00098692
Master,26,20,840,139.4826,0.0041204
Gold,18,80,200,146.52,0.00044217
Master,21,14,2500,133.2012,0.0010555
Gold,19,14,500,76.632,0.00057127
Diamond,20,16,500,158.0088,0.0016642
Gold,17,14,80,91.6848,0.00070331
Master,26,6,288,119.5176,0.00089719
Platinum,17,14,730,137.7072,0.0012954
Platinum,17,12,750,96.0354,0.0010442
Platinum,19,10,730,172.5708,0.0028254
Platinum,25,4,200,104.7372,0.00045476
Platinum,25,24,800,66.417,0.000474
Master,16,42,1100,131.9886,0.0008288
Diamond,21,10,2400,133.719,0.0014818
Master,21,24,1800,123.6084,0.00093633
Platinum,28,24,500,126.2514,0.0013703
Gold,24,14,200,144.6222,0.0012016
Silver,24,20,1000,80.5332,0.00029992
Diamond,24,4,500,77.3016,0.00066654
Gold,24,16,1260,85.9872,0.001722
Diamond,20,10,1000,130.764,0.00094493
Platinum,23,30,450,94.9794,0.0008345
Platinum,28,24,500,115.4178,0.00053787
Master,21,28,1000,232.4004,0.0010598
Gold,28,2,70,101.7978,0.0011481
Gold,26,10,500,82.3464,0.0016686
Diamond,25,2,400,98.1156,0.0011326
Master,16,14,600,139.824,0.00079665
Silver,16,10,300,94.0176,0.0013452
Diamond,18,30,400,145.5672,0.0013847
Platinum,20,12,1500,106.554,0.0014372
Master,26,24,1500,73.113,0.00072546
Diamond,20,12,500,131.7144,0.0051493
Diamond,21,20,900,88.2372,0.0010148
Gold,16,42,200,125.0886,0.0025225
Master,19,12,1000,86.9178,0.0012601
Master,19,12,900,173.9508,0.0008544
Master,24,8,250,71.1426,0.0013736
Bronze,24,18,200,106.7454,0.00059802
GrandMaster,21,6,500,115.7556,0.00071109
Gold,18,8,250,122.7948,0.0007508
Master,20,28,1100,252.3096,0.00094315
Silver,17,12,170,47.8536,0.00066198
Master,22,24,1600,139.3404,0.0015126
Gold,21,8,400,102.195,0.0011538
Master,22,10,600,220.3812,0.0016809
Master,18,8,500,168.7002,0.0016118
Master,16,28,400,148.1742,0.0019577
Diamond,17,20,500,119.6562,0.0011603
Gold,17,42,450,88.0602,0.0014299
Bronze,17,10,700,62.0832,0.0016706
Master,20,16,1150,155.5842,0.0019821
Silver,19,16,400,79.2078,0.00071054
Gold,21,24,400,89.4918,0.0013995
Diamond,19,12,1200,137.292,0.0026094
Silver,27,6,50,60.8982,0.00059874
Bronze,20,12,730,172.953,0.001375
Platinum,17,20,250,164.5758,0.00061951
Gold,24,20,10260,76.5852,0.0004496
Diamond,20,24,500,139.6056,0.0026453
Diamond,26,14,1260,114.3828,0.00090182
Gold,20,4,100,136.8276,0.0012018
Diamond,17,14,600,168.4314,0.0016225
Master,24,2,250,132.0744,0.00081169
Silver,24,28,500,66.8496,0.00066628
Platinum,23,24,650,173.454,0.0010291
Platinum,20,6,150,137.5104,0.00097043
Silver,36,4,200,82.3458,0.0012797
Master,22,30,800,204.936,0.00087292
Diamond,17,20,1700,194.7306,0.00083117
Diamond,29,6,300,88.0152,0.0013013
Diamond,22,6,700,122.0916,0.00074358
Master,20,28,400,173.8164,0.0019333
Bronze,17,6,100,102.5208,0.00050183
Master,22,24,1500,177.0168,0.00077725
Silver,22,12,300,57.5388,0.00060449
Master,26,2,450,151.4604,0.00061621
Gold,33,10,400,86.6238,0.001332
Master,22,42,2200,247.9752,0.00057069
Diamond,25,10,300,208.3938,0.0017024
Platinum,22,12,200,91.6206,0.00077818
Diamond,19,8,600,177.3408,0.00087641
Master,23,2,1000,173.358,0.0014317
Gold,26,6,730,101.526,0.0013224
Bronze,20,16,400,35.4252,0.0003502
Diamond,20,24,1250,116.7822,0.0013142
Silver,17,10,500,87.4632,0.00023337
Platinum,21,6,800,50.7108,0.0010043
Bronze,27,8,250,141.6282,0.00080848
Platinum,24,12,1500,53.0424,0.00054628
Master,21,42,2190,202.4922,0.00067447
Platinum,19,14,90,77.406,0.0011481
Platinum,23,12,300,78.2796,0.0014581
Master,16,2,1260,170.9382,0.0013032
Gold,36,8,500,69.7284,0.00048632
Diamond,20,24,730,207.5778,0.0027424
Silver,20,6,400,72.5826,0.00059465
Diamond,18,4,500,145.1982,0.0019246
Platinum,24,16,350,113.1234,0.00096194
Gold,20,6,200,114.2166,0.0013031
Gold,16,24,400,54.084,0.00065428
Diamond,23,12,3000,157.6836,0.0011518
Silver,26,6,300,96.2022,0.0010731
Platinum,18,28,840,118.404,0.0006215
Silver,30,24,500,102.426,0.00093615
Gold,19,12,450,75.0282,0.00068141
Gold,19,12,500,46.9446,0.00028406
Platinum,24,4,220,110.1738,0.0015594
Platinum,21,8,700,106.6218,0.0014381
Diamond,18,10,600,122.8458,0.0014711
Silver,17,10,300,70.3926,0.0012586
Platinum,23,8,750,98.661,0.00081622
Platinum,24,8,400,109.6854,0.0011345
GrandMaster,22,56,3000,169.6974,0.0013572
Silver,25,8,100,70.5,0.00070156
Diamond,20,42,1500,130.716,0.00090062
Diamond,26,8,730,62.268,0.00085822
Gold,26,40,400,69.174,0.00084323
Master,18,24,650,106.0614,0.00067988
Gold,16,8,300,67.0446,0.00075444
Master,24,20,1500,139.395,0.0010984
Diamond,21,16,800,128.9532,0.0015052
Diamond,29,16,550,70.437,0.00057784
Platinum,23,10,600,93.0774,0.0019853
Platinum,20,4,300,135.2568,0.00085447
Master,22,4,500,168.642,0.0014737
Platinum,22,20,1500,64.2816,0.00064846
Gold,20,40,160,129.2226,0.001234
Silver,27,14,350,55.9146,0.0027725
Gold,20,16,560,75.3984,0.000929
Gold,22,4,50,80.1252,0.00051832
Gold,20,8,400,155.2386,0.001008
Diamond,19,16,1000,177.4884,0.00090789
Diamond,16,42,3000,112.2732,0.0013586
Master,23,30,730,200.2284,0.00091797
Gold,23,8,730,182.3736,0.0020055
Gold,31,10,300,84.6708,0.00077967
Platinum,20,4,220,123.7398,0.00024178
Silver,18,10,500,127.5114,0.00148
Platinum,19,8,500,52.311,0.00063054
Platinum,35,6,350,112.3818,0.00079103
Silver,24,4,500,69.702,0.00031537
Platinum,24,12,500,95.7972,0.00074963
Master,17,28,1500,164.7216,0.0031604
GrandMaster,23,36,1100,225.2022,0.0014862
Gold,25,14,600,50.6922,0.00058974
Master,24,20,200,132.6138,0.00071535
Diamond,19,16,350,213.4776,0.00097503
Gold,25,10,700,32.6112,0.00029519
Silver,25,10,150,71.1048,0.00058534
Gold,25,6,250,105.7092,0.0010234
Silver,21,4,500,68.3628,0.0010199
Diamond,20,8,250,88.0626,0.0009622
Platinum,24,10,610,125.2404,0.00065066
Diamond,26,6,500,110.5482,0.00055717
Platinum,20,6,300,123.1716,0.0015031
Gold,25,16,500,56.9742,0.00046926
Silver,28,12,100,65.1546,0.0005957
Platinum,25,2,300,145.4652,0.0011976
Gold,21,6,300,79.6548,0.0015225
Diamond,19,28,850,289.4268,0.0017828
Platinum,21,20,800,108.9282,0.0018901
Gold,21,20,800,107.4774,0.00070962
Gold,19,8,500,94.1136,0.00065134
Platinum,25,16,750,113.2794,0.0008956
Master,20,42,1260,147.9276,0.00074324
Master,20,8,25000,247.0164,0.0018602
Diamond,26,16,500,140.6622,0.0014757
Gold,25,10,400,158.3064,0.0015896
Platinum,32,12,2000,72.828,0.00077804
Diamond,27,8,500,111.0432,0.0014551
Gold,16,12,600,88.4238,0.0007994
Master,22,42,3000,216.8928,0.00083854
Platinum,26,36,730,65.8302,0.00080944
Silver,24,6,200,94.8258,0.0010847
Diamond,18,20,1500,149.7492,0.00079293
Diamond,28,2,200,60.7074,0.00063656
Platinum,19,20,800,110.8896,0.001412
Platinum,27,10,750,68.6358,0.0005351
Diamond,25,10,250,80.7942,0.00069792
Master,28,8,1000,253.9536,0.00085092
Platinum,25,28,300,186.4248,0.0012972
Platinum,24,6,200,123.9822,0.002318
Diamond,20,14,600,173.9916,0.0010274
Silver,18,12,300,82.3914,0.00057686
Platinum,18,12,500,86.598,0.001191
Master,22,8,300,156.8142,0.0021901
Diamond,26,6,300,124.371,0.0010152
Gold,27,6,500,91.9074,0.00083317
Silver,26,6,50,62.0004,0.00093157
Gold,31,16,1300,130.7862,0.00056813
Platinum,28,20,800,81.4428,0.00051273
Platinum,17,10,128,116.4738,0.0012921
Platinum,16,28,450,175.1322,0.00039055
Gold,23,16,100,91.9332,0.0008402
Master,19,2,110,174.6954,0.0011772
Silver,24,8,300,110.0604,0.00060204
Diamond,27,12,900,73.3974,0.00058071
Silver,25,4,500,50.781,0.00072391
Diamond,25,24,540,130.8156,0.0014047
Platinum,22,6,500,126.3222,0.00077655
Gold,21,10,120,96.951,0.0005885
Master,19,16,950,180.8538,0.00081117
Diamond,20,10,280,129.1194,0.0014497
Diamond,19,4,400,98.6058,0.0014727
Bronze,26,30,200,41.9604,0.00034674
Diamond,19,6,150,74.5506,0.0016544
Platinum,18,14,1000,143.682,0.0035501
Master,17,24,1350,120.0714,0.00076944
Master,19,28,500,137.925,0.00072285
Diamond,28,6,500,115.3374,0.00059419
Gold,30,12,500,87.2712,0.00069817
Diamond,21,20,1080,113.139,0.00099046
Platinum,34,8,500,143.8392,0.0014204
Master,27,10,600,127.5282,0.0030725
Gold,22,30,2000,73.3212,0.00057467
Diamond,20,12,400,231.7392,0.00092114
Master,17,10,500,137.0124,0.0011305
Platinum,27,8,900,96.3444,0.00082198
Diamond,19,24,750,76.1976,0.0012396
Master,24,12,600,221.2356,0.00093301
Diamond,33,24,750,82.149,0.0008134
Master,19,16,700,215.9634,0.00068881
Master,21,28,800,208.2102,0.00069435
Master,20,28,2000,135.492,0.0009245
Diamond,25,16,100,161.4504,0.0011534
Master,16,42,2000,231.042,0.0011183
Platinum,19,8,400,64.1772,0.00087363
Diamond,18,20,500,128.4498,0.0011045
Silver,24,10,150,39.0606,0.00081071
Gold,18,10,650,88.9056,0.00058419
Platinum,26,16,750,125.1108,0.00073786
Bronze,17,20,300,49.53,0.00054618
Master,19,20,800,202.3098,0.0018286
Diamond,26,20,500,104.6136,0.0011203
Silver,20,6,180,46.8324,0.00064439
Bronze,16,14,75,74.4186,0.00049419
Master,19,20,1350,127.458,0.00087291
Master,19,12,800,186.2046,0.00075638
Gold,16,8,700,157.341,0.0019214
Platinum,18,12,300,107.7774,0.00086139
Platinum,21,20,600,113.3142,0.00042425
Gold,23,10,200,90.372,0.0011017
Diamond,20,28,730,151.7322,0.00081011
Master,18,36,2000,106.887,0.00065409
Gold,22,10,1000,85.7934,0.00090576
Diamond,18,28,300,116.7366,0.00080696
Platinum,22,6,500,167.487,0.0012124
Silver,18,8,400,105.9618,0.0019425
Gold,28,36,1440,71.853,0.0010656
Silver,21,4,180,53.937,0.00040637
Platinum,24,6,500,100.4238,0.0015948
Master,19,10,500,187.1862,0.0011736
Master,27,28,2000,69.4776,0.00062972
Bronze,19,4,250,37.6506,0.00022557
Gold,19,24,666,99.1626,0.0014534
Gold,21,6,400,92.2962,0.00077068
Diamond,16,28,1000,247.8714,0.0013225
Master,20,42,700,220.701,0.00091169
Master,19,16,800,174.1194,0.0010148
Diamond,19,24,450,176.6268,0.0010289
Platinum,16,28,120,145.8042,0.00088535
Bronze,18,6,450,35.2848,0.00063961
Gold,16,10,730,125.4156,0.001413
Diamond,21,10,250,95.2212,0.00066185
Silver,28,28,730,76.584,0.0017271
Diamond,20,20,1260,198.7848,0.0018238
Master,20,28,2000,244.7916,0.0016371
Diamond,25,8,4000,133.4052,0.0010286
Master,21,12,1000,151.7886,0.00095351
Platinum,20,20,854,115.9842,0.00041142
Silver,27,12,300,48.9138,0.0009359
Master,23,4,450,156.501,0.0014188
Master,23,2,200,147.0018,0.0011495
Diamond,26,10,300,131.406,0.0010195
Diamond,16,28,370,90.6162,0.0004941
Silver,23,28,800,83.6118,0.00038603
Gold,28,2,500,44.4408,0.00089899
Diamond,16,16,700,98.9292,0.00041821
Silver,41,4,200,54.2166,0.00059823
Diamond,27,42,900,134.58,0.0010432
Diamond,22,6,700,133.6362,0.0019728
Diamond,19,4,2000,181.3902,0.00070793
Diamond,21,4,250,144.33,0.0010174
Gold,21,12,750,106.6656,0.0013546
Bronze,22,4,30,74.3148,0.00080274
Bronze,35,12,450,46.8606,0.00047609
Platinum,25,6,500,108.1866,0.0011631
Silver,18,6,100,64.5576,0.00096208
Gold,18,20,600,97.623,0.00063819
Diamond,26,24,600,181.8264,0.0015395
Platinum,20,20,300,117.198,0.0017174
Master,16,20,1000,88.7616,0.00097749
Diamond,17,24,900,220.4004,0.0011143
Silver,34,24,2000,69.3036,0.0010877
Platinum,19,28,850,89.3526,0.00085274
Diamond,27,28,1000,78.4428,0.00059627
Diamond,25,12,400,101.844,0.0011746
Silver,36,12,300,67.7856,0.0003176
Master,21,24,900,239.2884,0.00076205
Bronze,16,56,50,49.4184,0.00065322
Master,24,36,1100,120.63,0.0011321
Platinum,22,2,350,52.4922,0.00088339
Platinum,18,16,350,119.097,0.003396
Platinum,25,16,500,124.623,0.0016985
Platinum,29,2,150,96.933,0.00061037
Gold,20,20,450,89.7528,0.00078888
Gold,32,6,450,57.4056,0.00059437
Platinum,23,20,450,107.4432,0.0014044
Gold,31,8,500,104.0358,0.0010848
Gold,25,12,1300,80.4594,0.00077439
Silver,16,24,600,98.2776,0.000485
Platinum,27,10,700,76.8456,0.00099813
Platinum,23,6,400,73.0254,0.00093856
Master,25,24,600,136.3062,0.0017655
Gold,26,4,200,114.315,0.0014988
Diamond,16,20,500,140.7846,0.0012523
Diamond,16,10,850,139.629,0.00067851
Gold,23,8,200,55.6374,0.00065614
Platinum,28,4,200,76.2048,0.00099785
Diamond,23,12,800,109.4292,0.00069609
Diamond,23,20,1600,122.511,0.0030564
Master,22,12,650,122.7204,0.0010978
Platinum,26,6,600,89.8956,0.0013095
Platinum,18,28,700,97.9146,0.0014385
Platinum,23,42,1260,107.0388,0.00069209
Gold,21,20,70,153.105,0.0011503
Platinum,26,10,600,90.7878,0.0013527
Silver,22,4,150,119.2752,0.0010465
Master,17,24,2500,263.3832,0.0014602
Platinum,20,20,1000,110.3352,0.002486
Gold,17,20,300,129.3198,0.00084283
Diamond,32,10,800,66.1974,0.00077712
Platinum,17,8,130,73.1736,0.0010976
Gold,22,24,700,99.9234,0.00096488
Platinum,23,20,730,215.01,0.0013967
Gold,21,10,250,69.3678,0.00074956
Platinum,22,4,730,113.9184,0.00062438
Silver,19,8,100,54.0606,0.00054106
Master,22,28,1400,113.868,0.0011498
Master,20,6,125,275.7342,0.0011602
Master,17,14,650,165.7386,0.001062
Platinum,27,4,50,111.921,0.0012374
Gold,28,6,300,94.0068,0.00061773
Diamond,21,4,700,96.6684,0.00096709
Master,22,10,650,162.1908,0.0017449
Master,21,36,1200,195.8916,0.0012364
Master,23,14,600,138.2484,0.00093568
Master,20,28,700,298.5594,0.0016469
Diamond,22,20,900,229.3428,0.00098296
Platinum,25,4,300,104.6796,0.0011312
Diamond,26,8,350,113.5236,0.00065991
Diamond,24,8,200,104.1456,0.00064115
Master,20,20,1440,190.5402,0.00073005
Platinum,26,2,200,110.8644,0.0014745
Master,17,42,1500,181.5948,0.00073308
Master,21,24,1200,160.1394,0.00088541
Platinum,20,8,350,100.0902,0.00081266
Gold,38,8,100,29.8188,0.00044799
Master,19,24,800,113.4858,0.0012726
Master,20,10,1500,145.995,0.0010478
Gold,19,12,300,136.116,0.00094713
Master,19,10,800,200.268,0.00098164
Gold,19,12,500,64.773,0.00052384
Diamond,16,42,550,119.7708,0.00068857
Platinum,18,10,800,90.6954,0.00068223
Gold,23,20,1000,59.1084,0.00047253
Gold,27,8,500,92.5044,0.0012954
Silver,25,16,800,51.6324,0.00049671
Platinum,31,8,600,96.372,0.00037364
Platinum,21,24,700,75.276,0.00052017
Platinum,21,10,400,120.7776,0.00060009
Diamond,21,28,1400,208.032,0.0013212
Master,20,24,1400,239.3442,0.0013435
Diamond,22,12,500,143.2086,0.00090229
Diamond,25,20,1200,86.118,0.00046838
Diamond,21,8,400,115.8672,0.0011168
Silver,30,4,20,41.2764,0.00046765
Diamond,25,42,2500,216.1602,0.00053343
Silver,18,10,65,71.5944,0.0010636
Gold,25,8,500,81.5616,0.00076915
Diamond,21,18,334,163.7748,0.00072338
Diamond,24,6,90,88.9284,0.0017214
Diamond,26,10,800,83.7474,0.0010147
Platinum,27,2,200,120.6918,0.0010616
Gold,19,6,150,103.0386,0.00070355
Master,21,16,730,134.091,0.00071495
Master,20,10,700,153.564,0.0020363
Diamond,28,6,250,138.1668,0.0016351
Diamond,18,24,400,102.5802,0.00061693
Master,20,42,1000,163.6314,0.00095956
Master,22,24,700,192.1332,0.0015672
Platinum,18,42,550,97.5108,0.00089081
Master,24,36,2000,129.5514,0.0011458
Diamond,18,2,500,140.94,0.0011351
Master,20,24,755,169.7904,0.0010213
Diamond,22,12,700,129.3648,0.0012653
Diamond,28,20,800,162.5916,0.00090341
Master,18,4,300,141.7302,0.00058521
Master,24,14,750,109.6536,0.00079872
Diamond,27,24,1000,226.7634,0.0006406
Gold,24,2,100,42.7758,0.0003809
Platinum,27,6,300,59.064,0.00061759
Master,21,56,1500,89.8128,0.00033583
Master,21,24,750,83.0268,0.00073172
Gold,25,6,250,78.993,0.00060113
Platinum,24,8,100,69.8718,0.00077275
Bronze,32,4,200,51.0426,0.00078656
Bronze,25,4,200,31.569,0.00046758
Diamond,25,36,2000,159.5184,0.0018602
Diamond,23,28,1500,141.1818,0.0013287
Diamond,22,4,730,158.1996,0.00091273
Gold,23,12,300,113.0196,0.0010693
Platinum,18,20,600,126.8016,0.0011666
Master,26,12,500,130.986,0.0010847
Platinum,22,10,700,87.273,0.0016413
Platinum,26,20,600,66.0696,0.00087556
Platinum,19,24,300,140.0904,0.0011857
Master,20,6,300,271.4262,0.00086028
Platinum,25,10,600,98.2818,0.00077795
Master,23,24,1500,162.804,0.001083
Platinum,23,12,400,80.922,0.0008423
Diamond,26,8,500,79.0356,0.00074964
Diamond,22,8,1000,97.6944,0.0013068
Diamond,16,56,400,117.714,0.00106
Platinum,27,6,200,62.6874,0.00085799
Platinum,22,6,730,77.775,0.00072244
Diamond,21,8,600,111.708,0.0010912
Silver,26,14,300,100.0356,0.00094961
Gold,23,8,200,89.6808,0.0015822
Master,20,20,750,147.8538,0.0016744
Master,17,24,800,186.105,0.00084344
Silver,29,4,100,53.6172,0.00072524
Platinum,20,10,500,93.8982,0.0017515
Silver,17,36,200,96.0708,0.00076003
Platinum,21,16,500,182.205,0.00090245
GrandMaster,23,56,2400,171.7614,0.00053322
Diamond,20,48,2000,91.3914,0.00074316
Platinum,21,20,500,134.7708,0.0012094
Master,18,24,800,160.3662,0.0017839
Silver,16,24,1024,142.767,0.0011684
Diamond,21,28,1460,153.8316,0.00048968
Gold,23,10,300,97.0914,0.00070526
Diamond,16,14,700,154.7772,0.0017877
Platinum,23,20,900,90.8352,0.0005638
Diamond,24,10,800,130.5954,0.0019297
Master,26,36,1100,157.7322,0.0014369
Diamond,24,6,500,112.7994,0.00082222
Platinum,21,20,200,68.9058,0.00096627
Gold,36,4,300,104.289,0.00060274
Gold,23,12,600,110.706,0.00096986
Master,18,10,600,134.835,0.0015336
Master,27,8,600,144.5856,0.0028321
Master,17,10,700,290.1222,0.0013809
Platinum,23,2,150,133.3014,0.00095458
Master,26,42,750,180.36,0.00075693
Platinum,18,10,1000,133.4052,0.00082633
Diamond,20,28,1460,126.015,0.00054148
Diamond,24,42,730,164.9838,0.0034166
Diamond,22,12,360,97.3206,0.0012497
Gold,22,10,500,73.4838,0.00070716
